Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
disruptive-transformation-by-robert-kelly-and-colin-stewart,Disruptive Transformation by Robert Kelly and Colin Stewart,Title,Default Title,,,,,book-kelly-stewart-disruptive-transformation,,,Underground Sports Shop,,0,0,0,-3,-3,
on-all-fronts-by-clarissa-ward,On All Fronts by Clarissa Ward,Title,Default Title,,,,,book-ward-on-all-fronts,,,Underground Sports Shop,,0,0,0,0,0,
eat-a-peach-by-david-chang,Eat a Peach by David Chang,Title,Default Title,,,,,book-chang-eat-a-peach,,,Underground Sports Shop,,0,0,1,-1,0,
we-are-gatekeepers-by-jaimee-l-gerrie,We Are Gatekeepers by Jaimee L. Gerrie,Title,Default Title,,,,,book-gerrie-gatekeepers,,,Underground Sports Shop,,0,0,0,0,0,
nsls-premium-metal-pen,NSLS Executive Pen,Title,Default Title,,,,,nsls-prem-pen,,,Underground Sports Shop,,0,0,50,-26,24,
greek-knit-pompom-red-grey,New Era® Pom Pom Cuffed Beanie,Design,Greek Letters,,,,,SAP-red-grey-pompom-greek,,,Underground Sports Shop,,0,0,0,13,13,
nsls-travel-cup,NSLS Travel Mug,Title,Default Title,,,,,nsls-travel-mug,,,Underground Sports Shop,,0,0,1,165,166,
nsls-leader-tee,NSLS Leader Tee,Size,S,,,,,leader-tee-s,,,Underground Sports Shop,,0,0,21,624,645,
nsls-leader-tee,NSLS Leader Tee,Size,M,,,,,leader-tee-m,,,Underground Sports Shop,,0,0,35,1836,1871,
nsls-leader-tee,NSLS Leader Tee,Size,L,,,,,leader-tee-l,,,Underground Sports Shop,,0,0,31,1880,1911,
nsls-leader-tee,NSLS Leader Tee,Size,XL,,,,,leader-tee-xl,,,Underground Sports Shop,,0,0,17,1220,1237,
nsls-leader-tee,NSLS Leader Tee,Size,2XL,,,,,leader-tee-xxl,,,Underground Sports Shop,,0,0,16,610,626,
nsls-leader-tee,NSLS Leader Tee,Size,3XL,,,,,leader-tee-xxxl,,,Underground Sports Shop,,0,0,3,376,379,
graduation-set-with-nsls-medallion-1,Enrollment Graduation Set with Medallion,Do you want to personalize it?,Skip personalization,,,,,enrollment-medallion-graduation-set-1,,,Underground Sports Shop,,0,0,34,1917,1951,
graduation-set-with-nsls-medallion-1,Enrollment Graduation Set with Medallion,Do you want to personalize it?,Personalize your medallion,,,,,enrollment-medallion-graduation-set-2,,,Underground Sports Shop,,0,0,84,1917,2001,
west-virginia-university-member-tee,West Virginia University - Member Tee,Size,S,,,,,wv-uni-mt-w-s,,,Underground Sports Shop,,0,0,0,0,0,
west-virginia-university-member-tee,West Virginia University - Member Tee,Size,M,,,,,wv-uni-mt-w-m,,,Underground Sports Shop,,0,0,0,0,0,
west-virginia-university-member-tee,West Virginia University - Member Tee,Size,L,,,,,wv-uni-mt-w-l,,,Underground Sports Shop,,0,0,0,0,0,
west-virginia-university-member-tee,West Virginia University - Member Tee,Size,XL,,,,,wv-uni-mt-w-xl,,,Underground Sports Shop,,0,0,0,0,0,
west-virginia-university-member-tee,West Virginia University - Member Tee,Size,2XL,,,,,wv-uni-mt-w-xxl,,,Underground Sports Shop,,0,0,0,0,0,
west-virginia-university-member-tee,West Virginia University - Member Tee,Size,3XL,,,,,wv-uni-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,0,0,
brooklyn-college-member-tee,Brooklyn College - Member Tee,Size,S,,,,,brooklyn-mt-w-s,,,Underground Sports Shop,,0,0,0,8,8,
brooklyn-college-member-tee,Brooklyn College - Member Tee,Size,M,,,,,brooklyn-mt-w-m,,,Underground Sports Shop,,0,0,0,44,44,
brooklyn-college-member-tee,Brooklyn College - Member Tee,Size,L,,,,,brooklyn-mt-w-l,,,Underground Sports Shop,,0,0,0,23,23,
brooklyn-college-member-tee,Brooklyn College - Member Tee,Size,XL,,,,,brooklyn-mt-w-xl,,,Underground Sports Shop,,0,0,0,13,13,
brooklyn-college-member-tee,Brooklyn College - Member Tee,Size,2XL,,,,,brooklyn-mt-w-xxl,,,Underground Sports Shop,,0,0,0,5,5,
brooklyn-college-member-tee,Brooklyn College - Member Tee,Size,3XL,,,,,brooklyn-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,2,2,
texas-southern-university-member-tee,Texas Southern University - Member Tee,Size,S,,,,,texas-southern-mt-w-s,,,Underground Sports Shop,,0,0,0,0,0,
texas-southern-university-member-tee,Texas Southern University - Member Tee,Size,M,,,,,texas-southern-mt-w-m,,,Underground Sports Shop,,0,0,0,0,0,
texas-southern-university-member-tee,Texas Southern University - Member Tee,Size,L,,,,,texas-southern-mt-w-l,,,Underground Sports Shop,,0,0,0,0,0,
texas-southern-university-member-tee,Texas Southern University - Member Tee,Size,XL,,,,,texas-southern-mt-w-xl,,,Underground Sports Shop,,0,0,0,0,0,
texas-southern-university-member-tee,Texas Southern University - Member Tee,Size,2XL,,,,,texas-southern-mt-w-xxl,,,Underground Sports Shop,,0,0,0,0,0,
texas-southern-university-member-tee,Texas Southern University - Member Tee,Size,3XL,,,,,texas-southern-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,0,0,
kutztown-university-of-pennsylvania-member-tee,Kutztown University of Pennsylvania - Member Tee,Size,S,,,,,kutztown-mt-w-s,,,Underground Sports Shop,,0,0,0,0,0,
kutztown-university-of-pennsylvania-member-tee,Kutztown University of Pennsylvania - Member Tee,Size,M,,,,,kutztown-mt-w-m,,,Underground Sports Shop,,0,0,0,0,0,
kutztown-university-of-pennsylvania-member-tee,Kutztown University of Pennsylvania - Member Tee,Size,L,,,,,kutztown-mt-w-l,,,Underground Sports Shop,,0,0,0,0,0,
kutztown-university-of-pennsylvania-member-tee,Kutztown University of Pennsylvania - Member Tee,Size,XL,,,,,kutztown-mt-w-xl,,,Underground Sports Shop,,0,0,0,0,0,
kutztown-university-of-pennsylvania-member-tee,Kutztown University of Pennsylvania - Member Tee,Size,2XL,,,,,kutztown-mt-w-xxl,,,Underground Sports Shop,,0,0,0,0,0,
kutztown-university-of-pennsylvania-member-tee,Kutztown University of Pennsylvania - Member Tee,Size,3XL,,,,,kutztown-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,0,0,
new-mexico-state-university-member-tee,New Mexico State University - Member Tee,Size,S,,,,,new-mexico-mt-w-s,,,Underground Sports Shop,,0,0,0,27,27,
new-mexico-state-university-member-tee,New Mexico State University - Member Tee,Size,M,,,,,new-mexico-mt-w-m,,,Underground Sports Shop,,0,0,0,53,53,
new-mexico-state-university-member-tee,New Mexico State University - Member Tee,Size,L,,,,,new-mexico-mt-w-l,,,Underground Sports Shop,,0,0,0,35,35,
new-mexico-state-university-member-tee,New Mexico State University - Member Tee,Size,XL,,,,,new-mexico-mt-w-xl,,,Underground Sports Shop,,0,0,0,19,19,
new-mexico-state-university-member-tee,New Mexico State University - Member Tee,Size,2XL,,,,,new-mexico-mt-w-xxl,,,Underground Sports Shop,,0,0,0,7,7,
new-mexico-state-university-member-tee,New Mexico State University - Member Tee,Size,3XL,,,,,new-mexico-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,3,3,
university-of-florida-member-tee,University of Florida - Member Tee,Size,S,,,,,uni-of-florida-mt-w-s,,,Underground Sports Shop,,0,0,0,23,23,
university-of-florida-member-tee,University of Florida - Member Tee,Size,M,,,,,uni-of-florida-mt-w-m,,,Underground Sports Shop,,0,0,0,77,77,
university-of-florida-member-tee,University of Florida - Member Tee,Size,L,,,,,uni-of-florida-mt-w-l,,,Underground Sports Shop,,0,0,0,49,49,
university-of-florida-member-tee,University of Florida - Member Tee,Size,XL,,,,,uni-of-florida-mt-w-xl,,,Underground Sports Shop,,0,0,0,35,35,
university-of-florida-member-tee,University of Florida - Member Tee,Size,2XL,,,,,uni-of-florida-mt-w-xxl,,,Underground Sports Shop,,0,0,0,13,13,
university-of-florida-member-tee,University of Florida - Member Tee,Size,3XL,,,,,uni-of-florida-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,2,2,
the-university-of-georgia-member-tee,The University of Georgia - Member Tee,Size,S,,,,,uni-of-georgia-mt-w-s,,,Underground Sports Shop,,0,0,0,47,47,
the-university-of-georgia-member-tee,The University of Georgia - Member Tee,Size,M,,,,,uni-of-georgia-mt-w-m,,,Underground Sports Shop,,0,0,0,82,82,
the-university-of-georgia-member-tee,The University of Georgia - Member Tee,Size,L,,,,,uni-of-georgia-mt-w-l,,,Underground Sports Shop,,0,0,0,43,43,
the-university-of-georgia-member-tee,The University of Georgia - Member Tee,Size,XL,,,,,uni-of-georgia-mt-w-xl,,,Underground Sports Shop,,0,0,0,31,31,
the-university-of-georgia-member-tee,The University of Georgia - Member Tee,Size,2XL,,,,,uni-of-georgia-mt-w-xxl,,,Underground Sports Shop,,0,0,0,12,12,
the-university-of-georgia-member-tee,The University of Georgia - Member Tee,Size,3XL,,,,,uni-of-georgia-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,4,4,
florida-atlantic-university-member-tee,Florida Atlantic University - Member Tee,Size,S,,,,,florida-atlantic-mt-w-s,,,Underground Sports Shop,,0,0,0,36,36,
florida-atlantic-university-member-tee,Florida Atlantic University - Member Tee,Size,M,,,,,florida-atlantic-mt-w-m,,,Underground Sports Shop,,0,0,0,69,69,
florida-atlantic-university-member-tee,Florida Atlantic University - Member Tee,Size,L,,,,,florida-atlantic-mt-w-l,,,Underground Sports Shop,,0,0,0,45,45,
florida-atlantic-university-member-tee,Florida Atlantic University - Member Tee,Size,XL,,,,,florida-atlantic-mt-w-xl,,,Underground Sports Shop,,0,0,0,23,23,
florida-atlantic-university-member-tee,Florida Atlantic University - Member Tee,Size,2XL,,,,,florida-atlantic-mt-w-xxl,,,Underground Sports Shop,,0,0,0,9,9,
florida-atlantic-university-member-tee,Florida Atlantic University - Member Tee,Size,3XL,,,,,florida-atlantic-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,1,1,
clemson-university-member-tee,Clemson University - Member Tee,Size,S,,,,,clemson-mt-w-s,,,Underground Sports Shop,,0,0,0,38,38,
clemson-university-member-tee,Clemson University - Member Tee,Size,M,,,,,clemson-mt-w-m,,,Underground Sports Shop,,0,0,0,71,71,
temple-university-member-tee,Temple University - Member Tee,Size,2XL,,,,,temple-mt-w-xxl,,,Underground Sports Shop,,0,0,0,14,14,
temple-university-member-tee,Temple University - Member Tee,Size,3XL,,,,,temple-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,5,5,
central-michigan-university-member-tee,Central Michigan University - Member Tee,Size,S,,,,,central-michigan-mt-w-s,,,Underground Sports Shop,,0,0,0,17,17,
central-michigan-university-member-tee,Central Michigan University - Member Tee,Size,M,,,,,central-michigan-mt-w-m,,,Underground Sports Shop,,0,0,0,51,51,
central-michigan-university-member-tee,Central Michigan University - Member Tee,Size,L,,,,,central-michigan-mt-w-l,,,Underground Sports Shop,,0,0,0,30,30,
central-michigan-university-member-tee,Central Michigan University - Member Tee,Size,XL,,,,,central-michigan-mt-w-xl,,,Underground Sports Shop,,0,0,0,15,15,
central-michigan-university-member-tee,Central Michigan University - Member Tee,Size,2XL,,,,,central-michigan-mt-w-xxl,,,Underground Sports Shop,,0,0,0,4,4,
central-michigan-university-member-tee,Central Michigan University - Member Tee,Size,3XL,,,,,central-michigan-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,0,0,
michigan-state-university-member-tee,Michigan State University - Member Tee,Size,S,,,,,michigan-state-mt-w-s,,,Underground Sports Shop,,0,0,0,47,47,
michigan-state-university-member-tee,Michigan State University - Member Tee,Size,M,,,,,michigan-state-mt-w-m,,,Underground Sports Shop,,0,0,0,90,90,
michigan-state-university-member-tee,Michigan State University - Member Tee,Size,L,,,,,michigan-state-mt-w-l,,,Underground Sports Shop,,0,0,0,56,56,
michigan-state-university-member-tee,Michigan State University - Member Tee,Size,XL,,,,,michigan-state-mt-w-xl,,,Underground Sports Shop,,0,0,0,33,33,
michigan-state-university-member-tee,Michigan State University - Member Tee,Size,2XL,,,,,michigan-state-mt-w-xxl,,,Underground Sports Shop,,0,0,0,15,15,
michigan-state-university-member-tee,Michigan State University - Member Tee,Size,3XL,,,,,michigan-state-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,4,4,
missouri-western-state-university-member-tee,Missouri Western State University - Member Tee,Size,S,,,,,missouri-western-mt-w-s,,,Underground Sports Shop,,0,0,0,26,26,
missouri-western-state-university-member-tee,Missouri Western State University - Member Tee,Size,M,,,,,missouri-western-mt-w-m,,,Underground Sports Shop,,0,0,0,48,48,
missouri-western-state-university-member-tee,Missouri Western State University - Member Tee,Size,L,,,,,missouri-western-mt-w-l,,,Underground Sports Shop,,0,0,0,31,31,
missouri-western-state-university-member-tee,Missouri Western State University - Member Tee,Size,XL,,,,,missouri-western-mt-w-xl,,,Underground Sports Shop,,0,0,0,18,18,
missouri-western-state-university-member-tee,Missouri Western State University - Member Tee,Size,2XL,,,,,missouri-western-mt-w-xxl,,,Underground Sports Shop,,0,0,0,8,8,
missouri-western-state-university-member-tee,Missouri Western State University - Member Tee,Size,3XL,,,,,missouri-western-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,3,3,
montana-state-university-member-tee,Montana State University - Member Tee,Size,S,,,,,montana-state-mt-w-s,,,Underground Sports Shop,,0,0,0,38,38,
montana-state-university-member-tee,Montana State University - Member Tee,Size,M,,,,,montana-state-mt-w-m,,,Underground Sports Shop,,0,0,0,72,72,
montana-state-university-member-tee,Montana State University - Member Tee,Size,L,,,,,montana-state-mt-w-l,,,Underground Sports Shop,,0,0,0,47,47,
montana-state-university-member-tee,Montana State University - Member Tee,Size,XL,,,,,montana-state-mt-w-xl,,,Underground Sports Shop,,0,0,0,26,26,
montana-state-university-member-tee,Montana State University - Member Tee,Size,2XL,,,,,montana-state-mt-w-xxl,,,Underground Sports Shop,,0,0,0,11,11,
montana-state-university-member-tee,Montana State University - Member Tee,Size,3XL,,,,,montana-state-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,4,4,
the-ohio-state-university-member-tee,The Ohio State University - Member Tee,Size,S,,,,,ohio-state-mt-w-s,,,Underground Sports Shop,,0,0,0,55,55,
the-ohio-state-university-member-tee,The Ohio State University - Member Tee,Size,M,,,,,ohio-state-mt-w-m,,,Underground Sports Shop,,0,0,0,107,107,
the-ohio-state-university-member-tee,The Ohio State University - Member Tee,Size,L,,,,,ohio-state-mt-w-l,,,Underground Sports Shop,,0,0,0,59,59,
the-ohio-state-university-member-tee,The Ohio State University - Member Tee,Size,XL,,,,,ohio-state-mt-w-xl,,,Underground Sports Shop,,0,0,0,34,34,
the-ohio-state-university-member-tee,The Ohio State University - Member Tee,Size,2XL,,,,,ohio-state-mt-w-xxl,,,Underground Sports Shop,,0,0,0,11,11,
the-ohio-state-university-member-tee,The Ohio State University - Member Tee,Size,3XL,,,,,ohio-state-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,5,5,
university-of-arkansas-member-tee,University of Arkansas - Member Tee,Size,S,,,,,uni-of-arkansas-mt-w-s,,,Underground Sports Shop,,0,0,0,32,32,
university-of-arkansas-member-tee,University of Arkansas - Member Tee,Size,M,,,,,uni-of-arkansas-mt-w-m,,,Underground Sports Shop,,0,0,0,58,58,
university-of-arkansas-member-tee,University of Arkansas - Member Tee,Size,L,,,,,uni-of-arkansas-mt-w-l,,,Underground Sports Shop,,0,0,0,27,27,
university-of-arkansas-member-tee,University of Arkansas - Member Tee,Size,XL,,,,,uni-of-arkansas-mt-w-xl,,,Underground Sports Shop,,0,0,0,18,18,
university-of-arkansas-member-tee,University of Arkansas - Member Tee,Size,2XL,,,,,uni-of-arkansas-mt-w-xxl,,,Underground Sports Shop,,0,0,0,9,9,
university-of-arkansas-member-tee,University of Arkansas - Member Tee,Size,3XL,,,,,uni-of-arkansas-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,1,1,
university-of-massachusetts-amherst-member-tee,University of Massachusetts Amherst - Member Tee,Size,S,,,,,uni-of-mass-mt-w-s,,,Underground Sports Shop,,0,0,0,37,37,
university-of-massachusetts-amherst-member-tee,University of Massachusetts Amherst - Member Tee,Size,M,,,,,uni-of-mass-mt-w-m,,,Underground Sports Shop,,0,0,0,73,73,
university-of-massachusetts-amherst-member-tee,University of Massachusetts Amherst - Member Tee,Size,L,,,,,uni-of-mass-mt-w-l,,,Underground Sports Shop,,0,0,0,48,48,
university-of-massachusetts-amherst-member-tee,University of Massachusetts Amherst - Member Tee,Size,XL,,,,,uni-of-mass-mt-w-xl,,,Underground Sports Shop,,0,0,0,26,26,
university-of-massachusetts-amherst-member-tee,University of Massachusetts Amherst - Member Tee,Size,2XL,,,,,uni-of-mass-mt-w-xxl,,,Underground Sports Shop,,0,0,0,12,12,
university-of-massachusetts-amherst-member-tee,University of Massachusetts Amherst - Member Tee,Size,3XL,,,,,uni-of-mass-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,3,3,
university-of-wisconsin-madison-member-tee,University of Wisconsin - Madison - Member Tee,Size,S,,,,,uni-of-wisconsin-mt-w-s,,,Underground Sports Shop,,0,0,0,60,60,
university-of-wisconsin-madison-member-tee,University of Wisconsin - Madison - Member Tee,Size,M,,,,,uni-of-wisconsin-mt-w-m,,,Underground Sports Shop,,0,0,0,108,108,
university-of-wisconsin-madison-member-tee,University of Wisconsin - Madison - Member Tee,Size,L,,,,,uni-of-wisconsin-mt-w-l,,,Underground Sports Shop,,0,0,0,71,71,
university-of-wisconsin-madison-member-tee,University of Wisconsin - Madison - Member Tee,Size,XL,,,,,uni-of-wisconsin-mt-w-xl,,,Underground Sports Shop,,0,0,0,39,39,
university-of-wisconsin-madison-member-tee,University of Wisconsin - Madison - Member Tee,Size,2XL,,,,,uni-of-wisconsin-mt-w-xxl,,,Underground Sports Shop,,0,0,0,15,15,
university-of-wisconsin-madison-member-tee,University of Wisconsin - Madison - Member Tee,Size,3XL,,,,,uni-of-wisconsin-mt-w-xxxl,,,Underground Sports Shop,,0,0,0,5,5,
ladies-society-state-of-mind-rhode-island,Ladies' Society State of Mind - Rhode Island,Size,XS,Color,Black,,,ri-ssom-l-xs-b,,,Underground Sports Shop,,0,0,0,2,2,
ladies-society-state-of-mind-tennessee,Ladies' Society State of Mind - Tennessee,Color,Grey,Size,S,,,tn-ssom-l-s-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-tennessee,Ladies' Society State of Mind - Tennessee,Color,Grey,Size,M,,,tn-ssom-l-m-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-tennessee,Ladies' Society State of Mind - Tennessee,Color,Grey,Size,L,,,tn-ssom-l-l-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-tennessee,Ladies' Society State of Mind - Tennessee,Color,Grey,Size,XL,,,tn-ssom-l-xl-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-tennessee,Ladies' Society State of Mind - Tennessee,Color,Grey,Size,2XL,,,tn-ssom-l-xxl-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-tennessee,Ladies' Society State of Mind - Tennessee,Color,Grey,Size,XS,,,tn-ssom-l-xs-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-texas,Ladies' Society State of Mind - Texas,Size,XS,Color,Black,,,tx-ssom-l-xs-b,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-utah,Ladies' Society State of Mind - Utah,Size,XS,Color,Black,,,ut-ssom-l-xs-b,,,Underground Sports Shop,,0,0,0,1,1,
ladies-society-state-of-mind-washington,Ladies' Society State of Mind - Washington,Size,XS,Color,Black,,,wa-ssom-l-xs-b,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-washington,Ladies' Society State of Mind - Washington,Size,XS,Color,Grey,,,wa-ssom-l-xs-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-wisconsin,Ladies' Society State of Mind - Wisconsin,Size,XS,Color,Black,,,wi-ssom-l-xs-b,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-arkansas,Ladies' Society State of Mind - Arkansas,Size,XS,Color,Black,,,ar-ssom-l-xs-b,,,Underground Sports Shop,,0,0,1,1,2,
ladies-society-state-of-mind-new-york,Ladies' Society State of Mind - New York,Size,XS,Color,Black,,,ny-ssom-l-xs-b,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-new-york,Ladies' Society State of Mind - New York,Size,XS,Color,Grey,,,ny-ssom-l-xs-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-texas,Ladies' Society State of Mind - Texas,Size,XS,Color,Grey,,,tx-ssom-l-xs-g,,,Underground Sports Shop,,0,0,0,0,0,
ladies-society-state-of-mind-texas,Ladies' Society State of Mind - Texas,Size,S,Color,Grey,,,tx-ssom-l-s-g,,,Underground Sports Shop,,0,0,0,0,0,
superficial-more-adventures-from-the-andy-cohen-diaries,Superficial by Andy Cohen,Title,Default Title,,,,,book-cohen-superficial,,,Underground Sports Shop,,0,0,0,484,484,
losing-isnt-everything-the-untold-stories-and-hidden-lessons-behind-the-toughest-losses-in-sports-history,Losing Isn't Everything by Curt Menefee,Title,Default Title,,,,,book-menefee-losing-isnt-everything,,,Underground Sports Shop,,0,0,0,146,146,
smarter-faster-better-the-secrets-of-being-productive-in-life-and-business,Smarter Faster Better by Charles Duhigg,Title,Default Title,,,,,book-duhigg-smarter,,,Underground Sports Shop,,0,0,0,0,0,
born-a-crime-stories-from-a-south-african-childhood,Born a Crime by Trevor Noah,Title,Default Title,,,,,book-noah-born-a-crime,,,Underground Sports Shop,,0,0,0,23,23,
finding-my-virginity-the-new-autobiography,Finding My Virginity by Sir Richard Branson,Title,Default Title,,,,,book-branson-finding,,,Underground Sports Shop,,0,0,0,114,114,
